name,sex,age,height,weight,team,noc,year,season,sport,medal
Roxana Mariana Scarlat,F,21.0,170,54,Romania,ROU,1996,Summer,Fencing,Silver
Alexander Frederick Yorke Scarlett,M,25.0,196,98,Great Britain,GBR,2000,Summer,Rowing,Gold
Milton Antonio Scaron Falero,M,20.0,185,80,Uruguay,URU,1956,Summer,Basketball,Bronze
Hctor Pedro Scarone Beretta,M,25.0,173,74,Uruguay,URU,1924,Summer,Football,Gold
Hctor Pedro Scarone Beretta,M,29.0,173,74,Uruguay,URU,1928,Summer,Football,Gold
"Mariela Carla ""Maru"" Scarone",F,25.0,163,60,Argentina,ARG,2012,Summer,Hockey,Silver
Daniele Scarpa,M,32.0,191,94,Italy,ITA,1996,Summer,Canoeing,Silver
Daniele Scarpa,M,32.0,191,94,Italy,ITA,1996,Summer,Canoeing,Gold
Bedich erban,M,27.0,171,80,Czechoslovakia,TCH,1992,Winter,Ice Hockey,Bronze
Viktors erbatihs,M,29.0,181,145,Latvia,LAT,2004,Summer,Weightlifting,Silver
Viktors erbatihs,M,33.0,181,145,Latvia,LAT,2008,Summer,Weightlifting,Bronze
Andreas Schaad,M,22.0,175,65,Switzerland,SUI,1988,Winter,Nordic Combined,Silver
Andreas Schaad,M,28.0,175,65,Switzerland,SUI,1994,Winter,Nordic Combined,Bronze
Franz Schachner,M,25.0,176,83,Austria-1,AUT,1976,Winter,Luge,Bronze
Hartmut Schade,M,21.0,180,77,East Germany,GDR,1976,Summer,Football,Gold
Herbert Otto Emanuel Schade,M,30.0,179,65,Germany,GER,1952,Summer,Athletics,Bronze
Wendy Lynn Schaeffer,F,21.0,167,60,Australia,AUS,1996,Summer,Equestrianism,Gold
Jan Schfer,M,25.0,194,85,Germany,GER,2000,Summer,Canoeing,Silver
Frank Schaffer,M,21.0,188,80,East Germany,GDR,1980,Summer,Athletics,Bronze
Frank Schaffer,M,21.0,188,80,East Germany,GDR,1980,Summer,Athletics,Silver
Johanna Schaller-Klier,F,23.0,176,70,East Germany,GDR,1976,Summer,Athletics,Gold
Johanna Schaller-Klier,F,27.0,176,70,East Germany,GDR,1980,Summer,Athletics,Silver
Arlie Alfred Schardt,M,24.0,173,64,United States,USA,1920,Summer,Athletics,Gold
Erich Schrer,M,29.0,173,82,Switzerland-1,SUI,1976,Winter,Bobsleigh,Bronze
Erich Schrer,M,33.0,173,82,Switzerland-1,SUI,1980,Winter,Bobsleigh,Silver
"Wilhelm ""Willy"" Schrer",M,20.0,182,69,Switzerland,SUI,1924,Summer,Athletics,Silver
Justus Scharowsky,M,23.0,180,78,Germany,GER,2004,Summer,Hockey,Bronze
Samuel Schatzmann,M,32.0,177,78,Switzerland,SUI,1988,Summer,Equestrianism,Silver
Martin Schaudt,M,37.0,185,77,Germany,GER,1996,Summer,Equestrianism,Gold
Martin Schaudt,M,45.0,185,77,Germany,GER,2004,Summer,Equestrianism,Gold
Dietmar Schauerhammer,M,28.0,188,89,East Germany-2,GDR,1984,Winter,Bobsleigh,Gold
Dietmar Schauerhammer,M,28.0,188,89,East Germany-1,GDR,1984,Winter,Bobsleigh,Gold
Dietmar Schauerhammer,M,32.0,188,89,East Germany-1,GDR,1988,Winter,Bobsleigh,Silver
Molly Patricia Schaus,F,21.0,175,71,United States,USA,2010,Winter,Ice Hockey,Silver
Molly Patricia Schaus,F,25.0,175,71,United States,USA,2014,Winter,Ice Hockey,Silver
Sophie Celina Scheder,F,19.0,167,56,Germany,GER,2016,Summer,Gymnastics,Bronze
Maartje Trijntje Scheepstra,F,24.0,157,57,Netherlands,NED,2004,Summer,Hockey,Silver
Christine Scheiblich (-Hahn),F,21.0,172,68,East Germany,GDR,1976,Summer,Rowing,Gold
Wolfgang Scheidel,M,28.0,183,90,East Germany,GDR,1972,Winter,Luge,Gold
Robert Scheidt,M,23.0,188,76,Brazil,BRA,1996,Summer,Sailing,Gold
Robert Scheidt,M,27.0,188,76,Brazil,BRA,2000,Summer,Sailing,Silver
Robert Scheidt,M,31.0,188,76,Brazil,BRA,2004,Summer,Sailing,Gold
Robert Scheidt,M,35.0,188,76,Brazil,BRA,2008,Summer,Sailing,Silver
Robert Scheidt,M,39.0,188,76,Brazil,BRA,2012,Summer,Sailing,Bronze
"Charlotta Eva ""Lotta"" Schelin",F,32.0,179,64,Sweden,SWE,2016,Summer,Football,Silver
Ute Schell-Wagner-Stange,F,22.0,180,80,East Germany,GDR,1988,Summer,Rowing,Gold
Ute Schell-Wagner-Stange,F,26.0,180,80,Germany,GER,1992,Summer,Rowing,Bronze
Anne Schellekens,F,26.0,163,48,Netherlands,NED,2012,Summer,Rowing,Bronze
Tobias Schellenberg,M,25.0,176,72,Germany,GER,2004,Summer,Diving,Silver
Florence Schelling,F,24.0,174,65,Switzerland,SUI,2014,Winter,Ice Hockey,Bronze
"Norbert ""Norb"" Schemansky",M,24.0,181,106,United States,USA,1948,Summer,Weightlifting,Silver
"Norbert ""Norb"" Schemansky",M,28.0,181,106,United States,USA,1952,Summer,Weightlifting,Gold
"Norbert ""Norb"" Schemansky",M,36.0,181,106,United States,USA,1960,Summer,Weightlifting,Bronze
"Norbert ""Norb"" Schemansky",M,40.0,181,106,United States,USA,1964,Summer,Weightlifting,Bronze
Simon Schempp,M,25.0,178,68,Germany,GER,2014,Winter,Biathlon,Silver
"Adrie ""Ard"" Schenk",M,23.0,190,90,Netherlands,NED,1968,Winter,Speed Skating,Silver
"Adrie ""Ard"" Schenk",M,27.0,190,90,Netherlands,NED,1972,Winter,Speed Skating,Gold
"Adrie ""Ard"" Schenk",M,27.0,190,90,Netherlands,NED,1972,Winter,Speed Skating,Gold
"Adrie ""Ard"" Schenk",M,27.0,190,90,Netherlands,NED,1972,Winter,Speed Skating,Gold
Christian Schenk,M,23.0,200,93,East Germany,GDR,1988,Summer,Athletics,Gold
Franziska Michaela Schenk,F,19.0,173,67,Germany,GER,1994,Winter,Speed Skating,Bronze
Pavel Schenk,M,23.0,198,88,Czechoslovakia,TCH,1964,Summer,Volleyball,Silver
Pavel Schenk,M,27.0,198,88,Czechoslovakia,TCH,1968,Summer,Volleyball,Bronze
Frank Schepke,M,25.0,198,95,Germany,GER,1960,Summer,Rowing,Gold
Kraft Schepke,M,26.0,190,89,Germany,GER,1960,Summer,Rowing,Gold
Markus Scherer,M,22.0,156,52,West Germany,FRG,1984,Summer,Wrestling,Silver
"Fernando ""Xuxa"" de Queiroz Scherer",M,21.0,193,85,Brazil,BRA,1996,Summer,Swimming,Bronze
"Fernando ""Xuxa"" de Queiroz Scherer",M,25.0,193,85,Brazil,BRA,2000,Summer,Swimming,Bronze
"William Harold ""Bill"" Scherr",M,27.0,183,100,United States,USA,1988,Summer,Wrestling,Bronze
Francis Schewetta,M,28.0,180,72,France,FRA,1948,Summer,Athletics,Silver
Angelo Schiavio,M,22.0,178,69,Italy,ITA,1928,Summer,Football,Bronze
Bettina Schieferdecker,F,20.0,164,53,East Germany,GDR,1988,Summer,Gymnastics,Bronze
"Nathan John ""Nate"" Schierholtz",M,24.0,188,98,United States,USA,2008,Summer,Baseball,Bronze
Ren Charles Schiermeyer,M,21.0,179,73,France,FRA,1960,Summer,Wrestling,Bronze
Andreas Schifferer,M,27.0,178,92,Austria,AUT,2002,Winter,Alpine Skiing,Bronze
Marlies Schild (-Raich),F,24.0,172,66,Austria,AUT,2006,Winter,Alpine Skiing,Bronze
Marlies Schild (-Raich),F,24.0,172,66,Austria,AUT,2006,Winter,Alpine Skiing,Silver
Marlies Schild (-Raich),F,28.0,172,66,Austria,AUT,2010,Winter,Alpine Skiing,Silver
Marlies Schild (-Raich),F,32.0,172,66,Austria,AUT,2014,Winter,Alpine Skiing,Silver
Martina Schild,F,24.0,170,67,Switzerland,SUI,2006,Winter,Alpine Skiing,Silver
Gerhard Schiller,M,23.0,179,65,West Germany,FRG,1972,Summer,Swimming,Silver
Stephanie Schiller,F,22.0,182,75,Germany,GER,2008,Summer,Rowing,Bronze
Maurice Auguste Schills,M,20.0,188,83,France,FRA,1908,Summer,Cycling,Gold
Maurice Auguste Schills,M,20.0,188,83,France,FRA,1908,Summer,Cycling,Silver
Lorenz Schindelholz,M,25.0,183,83,Switzerland-1,SUI,1992,Winter,Bobsleigh,Bronze
"Jessicah Lee ""Jess"" Schipper",F,17.0,170,60,Australia,AUS,2004,Summer,Swimming,Gold
"Jessicah Lee ""Jess"" Schipper",F,21.0,170,60,Australia,AUS,2008,Summer,Swimming,Bronze
"Jessicah Lee ""Jess"" Schipper",F,21.0,170,60,Australia,AUS,2008,Summer,Swimming,Bronze
"Jessicah Lee ""Jess"" Schipper",F,21.0,170,60,Australia,AUS,2008,Summer,Swimming,Gold
Dafne Schippers,F,24.0,179,70,Netherlands,NED,2016,Summer,Athletics,Silver
Claus Schiprowski,M,25.0,177,69,West Germany,FRG,1968,Summer,Athletics,Silver
Evelin Schlaak-Jahl (-Herberg),F,20.0,183,90,East Germany,GDR,1976,Summer,Athletics,Gold
Evelin Schlaak-Jahl (-Herberg),F,24.0,183,90,East Germany,GDR,1980,Summer,Athletics,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21.0,176,65,Australia,AUS,2008,Summer,Swimming,Bronze
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21.0,176,65,Australia,AUS,2008,Summer,Swimming,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25.0,176,65,Australia,AUS,2012,Summer,Swimming,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25.0,176,65,Australia,AUS,2012,Summer,Swimming,Silver
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25.0,176,65,Australia,AUS,2012,Summer,Swimming,Silver
Gert Jan Schlatmann,M,24.0,178,74,Netherlands,NED,1988,Summer,Hockey,Bronze
"Bradley Wilfred ""Brad"" Schlegel",M,23.0,177,85,Canada,CAN,1992,Winter,Ice Hockey,Silver
"Bradley Wilfred ""Brad"" Schlegel",M,25.0,177,85,Canada,CAN,1994,Winter,Ice Hockey,Silver
Anne Kathryn Schleper,F,24.0,178,77,United States,USA,2014,Winter,Ice Hockey,Silver
"Gabriela ""Gaby"" Schley-Schwe",F,20.0,165,59,West Germany,FRG,1984,Summer,Hockey,Silver
Svenja Schlicht,F,17.0,185,67,West Germany,FRG,1984,Summer,Swimming,Silver
Peter Schlickenrieder,M,31.0,172,69,Germany,GER,2002,Winter,Cross Country Skiing,Silver
Christian Schliemann,M,26.0,180,75,West Germany,FRG,1988,Summer,Hockey,Silver
Gregor Schlierenzauer,M,20.0,182,64,Austria,AUT,2010,Winter,Ski Jumping,Bronze
Gregor Schlierenzauer,M,20.0,182,64,Austria,AUT,2010,Winter,Ski Jumping,Bronze
Gregor Schlierenzauer,M,20.0,182,64,Austria,AUT,2010,Winter,Ski Jumping,Gold
Gregor Schlierenzauer,M,24.0,182,64,Austria,AUT,2014,Winter,Ski Jumping,Silver
Alois Schloder,M,28.0,183,80,West Germany,FRG,1976,Winter,Ice Hockey,Bronze
Karin Schlter,F,35.0,167,51,West Germany,FRG,1972,Summer,Equestrianism,Silver
Andreas Schltter,M,29.0,185,75,Germany,GER,2002,Winter,Cross Country Skiing,Bronze
Andreas Schltter,M,33.0,185,75,Germany,GER,2006,Winter,Cross Country Skiing,Silver
Jrg Schmall,M,33.0,175,66,West Germany,FRG,1976,Summer,Sailing,Bronze
Richarda Schmeier (-Hartmann),F,18.0,158,46,East Germany,GDR,1972,Summer,Gymnastics,Silver
Karsten Schmeling,M,26.0,196,91,East Germany,GDR,1988,Summer,Rowing,Gold
Lauren Schmetterling,F,28.0,180,77,United States,USA,2016,Summer,Rowing,Gold
Bernard Jules Robert Schmetz,M,24.0,189,92,France,FRA,1928,Summer,Fencing,Silver
Bernard Jules Robert Schmetz,M,28.0,189,92,France,FRA,1932,Summer,Fencing,Gold
Bernard Jules Robert Schmetz,M,32.0,189,92,France,FRA,1936,Summer,Fencing,Bronze
Harald Schmid,M,18.0,187,82,West Germany,FRG,1976,Summer,Athletics,Bronze
Harald Schmid,M,26.0,187,82,West Germany,FRG,1984,Summer,Athletics,Bronze
"Adelheid ""Heidi"" Schmid (-Grundmann)",F,21.0,166,63,Germany,GER,1960,Summer,Fencing,Gold
"Adelheid ""Heidi"" Schmid (-Grundmann)",F,25.0,166,63,Germany,GER,1964,Summer,Fencing,Bronze
Kurt Schmid,M,20.0,190,85,Switzerland,SUI,1952,Summer,Rowing,Bronze
Manfred Schmid,M,23.0,180,87,Austria,AUT,1968,Winter,Luge,Gold
Manfred Schmid,M,23.0,180,87,Austria-1,AUT,1968,Winter,Luge,Silver
"Michael ""Mike"" Schmid",M,25.0,193,96,Switzerland,SUI,2010,Winter,Freestyle Skiing,Gold
Rudolf Schmid,M,24.0,183,83,Austria-1,AUT,1976,Winter,Luge,Bronze
"Susanne Leonie ""Susi"" Schmid (-Brundert)",F,23.0,170,64,West Germany,FRG,1984,Summer,Hockey,Silver
Sven Attila Schmid,M,26.0,188,83,Germany,GER,2004,Summer,Fencing,Bronze
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,19.0,163,66,United States,USA,1998,Winter,Ice Hockey,Gold
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,23.0,163,66,United States,USA,2002,Winter,Ice Hockey,Silver
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,27.0,163,66,United States,USA,2006,Winter,Ice Hockey,Bronze
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,31.0,163,66,United States,USA,2010,Winter,Ice Hockey,Silver
Lisa Schmidla,F,25.0,173,76,Germany,GER,2016,Summer,Rowing,Gold
Bettina Schmidt (-Neumann),F,23.0,176,85,East Germany,GDR,1984,Winter,Luge,Silver
"William David ""Bill"" Schmidt",M,24.0,183,100,United States,USA,1972,Summer,Athletics,Bronze
Bruno Oscar Schmidt,M,29.0,185,87,Brazil-1,BRA,2016,Summer,Beach Volleyball,Gold
Carmela Schmidt (-Ertel),F,18.0,173,66,East Germany,GDR,1980,Summer,Swimming,Bronze
Carmela Schmidt (-Ertel),F,18.0,173,66,East Germany,GDR,1980,Summer,Swimming,Bronze
Carmela Schmidt (-Ertel),F,18.0,173,66,East Germany,GDR,1980,Summer,Swimming,Gold
Cerstin Schmidt (-Almonat),F,24.0,178,62,East Germany,GDR,1988,Winter,Luge,Bronze
Dietmar Schmidt,M,28.0,181,87,East Germany,GDR,1980,Summer,Handball,Gold
"Frederick Weber ""Fred"" Schmidt",M,20.0,188,84,United States,USA,1964,Summer,Swimming,Bronze
"Frederick Weber ""Fred"" Schmidt",M,20.0,188,84,United States,USA,1964,Summer,Swimming,Gold
Fritz Schmidt,M,29.0,176,74,West Germany,FRG,1972,Summer,Hockey,Gold
Hubertus Schmidt,M,44.0,183,78,Germany,GER,2004,Summer,Equestrianism,Gold
Ingrid Schmidt (-Naue),F,15.0,172,60,Germany,GER,1960,Summer,Swimming,Bronze
Jrg Schmidt,M,27.0,192,95,East Germany,GDR,1988,Summer,Canoeing,Silver
"Kathryn Joan ""Kate"" Schmidt",F,18.0,186,80,United States,USA,1972,Summer,Athletics,Bronze
"Kathryn Joan ""Kate"" Schmidt",F,22.0,186,80,United States,USA,1976,Summer,Athletics,Bronze
"Helene Hermine ""Leni"" Schmidt (-Fischer)",F,21.0,169,60,Germany,GER,1928,Summer,Athletics,Bronze
Magdalena Schmidt (-Jakob),F,19.0,160,50,East Germany,GDR,1968,Summer,Gymnastics,Bronze
Markus Schmidt,M,23.0,178,80,Austria,AUT,1992,Winter,Luge,Bronze
Martina Schmidt (-Schwarz),F,19.0,174,66,East Germany,GDR,1980,Summer,Volleyball,Silver
Pavel Schmidt,M,30.0,180,82,Czechoslovakia,TCH,1960,Summer,Rowing,Gold
Rainer Schmidt,M,23.0,176,69,East Germany,GDR,1972,Winter,Ski Jumping,Bronze
Richard Schmidt,M,25.0,191,87,Germany,GER,2012,Summer,Rowing,Gold
Richard Schmidt,M,29.0,191,87,Germany,GER,2016,Summer,Rowing,Silver
Sophie Diana Schmidt,F,24.0,172,71,Canada,CAN,2012,Summer,Football,Bronze
Sophie Diana Schmidt,F,28.0,172,71,Canada,CAN,2016,Summer,Football,Bronze
Sybille Schmidt,F,24.0,184,76,Germany,GER,1992,Summer,Rowing,Gold
Thomas Schmidt,M,24.0,172,69,Germany,GER,2000,Summer,Canoeing,Gold
Wieland Schmidt,M,26.0,184,80,East Germany,GDR,1980,Summer,Handball,Gold
Willard Theodore Schmidt,M,26.0,205,86,United States,USA,1936,Summer,Basketball,Gold
Wolfgang Schmidt,M,22.0,199,115,East Germany,GDR,1976,Summer,Athletics,Silver
Ekkhard Schmidt-Opper,M,23.0,185,80,West Germany,FRG,1984,Summer,Hockey,Silver
Ekkhard Schmidt-Opper,M,27.0,185,80,West Germany,FRG,1988,Summer,Hockey,Silver
Fredy Schmidtke,M,23.0,192,82,West Germany,FRG,1984,Summer,Cycling,Gold
"Hans-Ulrich ""Uli"" Schmied",M,25.0,187,84,East Germany,GDR,1972,Summer,Rowing,Bronze
"Hans-Ulrich ""Uli"" Schmied",M,29.0,187,84,East Germany,GDR,1976,Summer,Rowing,Bronze
Sandra Marie Schmirler (-Peterson-),F,34.0,184,72,Canada,CAN,1998,Winter,Curling,Gold
Allison Rodgers Schmitt,F,18.0,185,75,United States,USA,2008,Summer,Swimming,Bronze
Allison Rodgers Schmitt,F,22.0,185,75,United States,USA,2012,Summer,Swimming,Gold
Allison Rodgers Schmitt,F,22.0,185,75,United States,USA,2012,Summer,Swimming,Silver
Allison Rodgers Schmitt,F,22.0,185,75,United States,USA,2012,Summer,Swimming,Bronze
Allison Rodgers Schmitt,F,22.0,185,75,United States,USA,2012,Summer,Swimming,Gold
Allison Rodgers Schmitt,F,22.0,185,75,United States,USA,2012,Summer,Swimming,Gold
Allison Rodgers Schmitt,F,26.0,185,75,United States,USA,2016,Summer,Swimming,Silver
Allison Rodgers Schmitt,F,26.0,185,75,United States,USA,2016,Summer,Swimming,Gold
Arnd Rdiger Schmitt,M,23.0,190,77,West Germany,FRG,1988,Summer,Fencing,Gold
Arnd Rdiger Schmitt,M,23.0,190,77,West Germany,FRG,1988,Summer,Fencing,Silver
Arnd Rdiger Schmitt,M,27.0,190,77,Germany,GER,1992,Summer,Fencing,Gold
Christine Schmitt (-Dressel),F,19.0,172,54,East Germany,GDR,1972,Summer,Gymnastics,Silver
John Victor Schmitt,M,26.0,171,74,United States,USA,1928,Summer,Rowing,Bronze
Martin Schmitt,M,20.0,181,65,Germany,GER,1998,Winter,Ski Jumping,Silver
Martin Schmitt,M,24.0,181,65,Germany,GER,2002,Winter,Ski Jumping,Gold
Martin Schmitt,M,32.0,181,65,Germany,GER,2010,Winter,Ski Jumping,Silver
Pl Schmitt,M,26.0,190,83,Hungary,HUN,1968,Summer,Fencing,Gold
Pl Schmitt,M,30.0,190,83,Hungary,HUN,1972,Summer,Fencing,Gold
Manfred Schmorde,M,25.0,192,88,East Germany,GDR,1972,Summer,Rowing,Bronze
"Christina ""Christa"" Schmuck",F,24.0,165,65,West Germany,FRG,1968,Winter,Luge,Silver
Uta Schmuck (-Hoffmann),F,19.0,164,55,East Germany,GDR,1968,Summer,Swimming,Silver
Frantiek Schmucker,M,24.0,185,83,Czechoslovakia,TCH,1964,Summer,Football,Silver
Arthur Schnabel,M,35.0,182,104,West Germany,FRG,1984,Summer,Judo,Bronze
Angela Schneider,F,24.0,180,77,Canada,CAN,1984,Summer,Rowing,Silver
"William Conrad ""Buzz"" Schneider",M,25.0,180,82,United States,USA,1980,Winter,Ice Hockey,Gold
Dorothee Schneider (-Krumhoff),F,43.0,169,63,Germany,GER,2012,Summer,Equestrianism,Silver
Dorothee Schneider (-Krumhoff),F,47.0,169,63,Germany,GER,2016,Summer,Equestrianism,Gold
Manfred Schneider,M,30.0,196,93,East Germany,GDR,1972,Summer,Rowing,Bronze
"Marcus Blake ""Marc"" Schneider",M,23.0,187,72,United States,USA,1996,Summer,Rowing,Bronze
Petra Schneider (-Kind),F,17.0,172,60,East Germany,GDR,1980,Summer,Swimming,Silver
Petra Schneider (-Kind),F,17.0,172,60,East Germany,GDR,1980,Summer,Swimming,Gold
Siegfried Schneider,M,32.0,193,84,East Germany,GDR,1972,Summer,Volleyball,Silver
"Verena ""Vreni"" Schneider",F,23.0,170,68,Switzerland,SUI,1988,Winter,Alpine Skiing,Gold
"Verena ""Vreni"" Schneider",F,23.0,170,68,Switzerland,SUI,1988,Winter,Alpine Skiing,Gold
"Verena ""Vreni"" Schneider",F,29.0,170,68,Switzerland,SUI,1994,Winter,Alpine Skiing,Bronze
"Verena ""Vreni"" Schneider",F,29.0,170,68,Switzerland,SUI,1994,Winter,Alpine Skiing,Gold
"Verena ""Vreni"" Schneider",F,29.0,170,68,Switzerland,SUI,1994,Winter,Alpine Skiing,Silver
Heinrich Schneidereit,M,21.0,170,82,Germany,GER,1906,Summer,Tug-Of-War,Gold
Heinrich Schneidereit,M,21.0,170,82,Germany,GER,1906,Summer,Weightlifting,Bronze
Heinrich Schneidereit,M,21.0,170,82,Germany,GER,1906,Summer,Weightlifting,Bronze
Anja Schneiderheinze (-Stckel),F,27.0,169,79,Germany-1,GER,2006,Winter,Bobsleigh,Gold
Manfred Schnelldorfer,M,20.0,185,80,Germany,GER,1964,Winter,Figure Skating,Gold
Nathalie Schneyder (-Bartleson),F,28.0,167,58,United States,USA,1996,Summer,Synchronized Swimming,Gold
"Matthew Roman ""Matt"" Schnobrich",M,29.0,196,93,United States,USA,2008,Summer,Rowing,Bronze
Rdiger Schnuphase,M,26.0,182,80,East Germany,GDR,1980,Summer,Football,Silver
Simion Schobel,M,22.0,193,90,Romania,ROU,1972,Summer,Handball,Bronze
Philipp Schoch,M,22.0,183,95,Switzerland,SUI,2002,Winter,Snowboarding,Gold
Philipp Schoch,M,26.0,183,95,Switzerland,SUI,2006,Winter,Snowboarding,Gold
Simon Schoch,M,27.0,184,85,Switzerland,SUI,2006,Winter,Snowboarding,Silver
Alwin Schockemhle,M,23.0,170,72,Germany,GER,1960,Summer,Equestrianism,Gold
Alwin Schockemhle,M,31.0,170,72,West Germany,FRG,1968,Summer,Equestrianism,Bronze
Alwin Schockemhle,M,39.0,170,72,West Germany,FRG,1976,Summer,Equestrianism,Gold
Alwin Schockemhle,M,39.0,170,72,West Germany,FRG,1976,Summer,Equestrianism,Silver
Paul Schockemhle,M,31.0,182,70,West Germany,FRG,1976,Summer,Equestrianism,Silver
Paul Schockemhle,M,39.0,182,70,West Germany,FRG,1984,Summer,Equestrianism,Bronze
Henri Schoeman,M,24.0,170,59,South Africa,RSA,2016,Summer,Triathlon,Bronze
Roland Mark Schoeman,M,24.0,190,84,South Africa,RSA,2004,Summer,Swimming,Bronze
Roland Mark Schoeman,M,24.0,190,84,South Africa,RSA,2004,Summer,Swimming,Silver
Roland Mark Schoeman,M,24.0,190,84,South Africa,RSA,2004,Summer,Swimming,Gold
Dana Lee Schoenfield,F,19.0,173,66,United States,USA,1972,Summer,Swimming,Silver
Allan Schofield,M,23.0,169,64,India,IND,1980,Summer,Hockey,Gold
"Jonathan Michael ""Jon"" Schofield",M,27.0,182,80,Great Britain,GBR,2012,Summer,Canoeing,Bronze
"Jonathan Michael ""Jon"" Schofield",M,31.0,182,80,Great Britain,GBR,2016,Summer,Canoeing,Silver
Ren Schfisch,M,22.0,188,86,East Germany,GDR,1984,Winter,Speed Skating,Bronze
Ren Schfisch,M,22.0,188,86,East Germany,GDR,1984,Winter,Speed Skating,Bronze
"Ilona Schoknecht-Slupianek (-Briesenick, -Longo)",F,23.0,180,93,East Germany,GDR,1980,Summer,Athletics,Gold
Clarke Currie Scholes,M,21.0,191,79,United States,USA,1952,Summer,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18.0,180,79,United States,USA,1964,Summer,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18.0,180,79,United States,USA,1964,Summer,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18.0,180,79,United States,USA,1964,Summer,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18.0,180,79,United States,USA,1964,Summer,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,22.0,180,79,United States,USA,1968,Summer,Swimming,Silver
"Donald Arthur ""Don"" Schollander",M,22.0,180,79,United States,USA,1968,Summer,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,22.0,180,79,United States,USA,1968,Summer,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,22.0,180,79,United States,USA,1968,Summer,Swimming,Gold
Anke Scholz,F,17.0,182,69,Germany,GER,1996,Summer,Swimming,Silver
Jackson Volney Scholz,M,23.0,172,61,United States,USA,1920,Summer,Athletics,Gold
Jackson Volney Scholz,M,27.0,172,61,United States,USA,1924,Summer,Athletics,Silver
Jackson Volney Scholz,M,27.0,172,61,United States,USA,1924,Summer,Athletics,Gold
Horst Schnau,M,30.0,180,82,East Germany-2,GDR,1980,Winter,Bobsleigh,Bronze
"Andreas ""Sonny"" Schnbchler",M,27.0,180,77,Switzerland,SUI,1994,Winter,Freestyle Skiing,Gold
Lena Schneborn,F,22.0,179,60,Germany,GER,2008,Summer,Modern Pentathlon,Gold
Rainer Schnfelder,M,28.0,176,88,Austria,AUT,2006,Winter,Alpine Skiing,Bronze
Rainer Schnfelder,M,28.0,176,88,Austria,AUT,2006,Winter,Alpine Skiing,Bronze
Sybille Schnrock (-Ermisch),F,15.0,167,57,East Germany,GDR,1980,Summer,Swimming,Silver
Lauritz Schoof,M,21.0,195,98,Germany,GER,2012,Summer,Rowing,Gold
Lauritz Schoof,M,25.0,195,98,Germany,GER,2016,Summer,Rowing,Gold
"Johanna Dorotheo Maria ""Janneke"" Schopman",F,27.0,168,65,Netherlands,NED,2004,Summer,Hockey,Silver
"Johanna Dorotheo Maria ""Janneke"" Schopman",F,31.0,168,65,Netherlands,NED,2008,Summer,Hockey,Gold
Olivia Alma Charlotta Schough,F,25.0,172,60,Sweden,SWE,2016,Summer,Football,Silver
Alexander Schowtka,M,20.0,192,87,West Germany,FRG,1984,Summer,Swimming,Silver
Dirk Schrade,M,34.0,183,68,Germany,GER,2012,Summer,Equestrianism,Gold
Beate Schramm,F,22.0,188,77,East Germany,GDR,1988,Summer,Rowing,Gold
Karl Schranz,M,25.0,175,73,Austria,AUT,1964,Winter,Alpine Skiing,Silver
"Gerald Click ""Gerry"" Schreck",M,29.0,175,77,United States,USA,1968,Summer,Sailing,Gold
Ulrich Rainer Schreck,M,26.0,188,80,West Germany,FRG,1988,Summer,Fencing,Silver
Ulrich Rainer Schreck,M,30.0,188,80,Germany,GER,1992,Summer,Fencing,Gold
Hartmut Schreiber,M,28.0,190,90,East Germany,GDR,1972,Summer,Rowing,Bronze
"Wallace E. ""Wally"" Schreiber",M,29.0,180,79,Canada,CAN,1992,Winter,Ice Hockey,Silver
"Wallace E. ""Wally"" Schreiber",M,31.0,180,79,Canada,CAN,1994,Winter,Ice Hockey,Silver
Christian Schreier,M,29.0,180,73,West Germany,FRG,1988,Summer,Football,Bronze
Hinkelien Schreuder,F,24.0,179,61,Netherlands,NED,2008,Summer,Swimming,Gold
Hinkelien Schreuder,F,28.0,179,61,Netherlands,NED,2012,Summer,Swimming,Silver
Dirk Schreyer,M,24.0,184,84,West Germany,FRG,1968,Summer,Rowing,Gold
